milliseconds,orientationx,orientationy,orientationz,angVelocityx,angVelocityy,angVelocityz,linAccelerationx,linAccelerationy,linAccelerationz,magneticx,magneticy,magneticz,accelerationx,accelerationy,accelerationz,gravityx,gravityy,gravityz,altitude
5453009,59.00,-60.12,159.00,-0.00,-0.01,0.03,0.02,0.06,0.02,41.75,23.88,6.88,-8.48,-1.67,-4.53,-8.50,-1.74,-4.56,50.01
5453039,58.94,-60.12,159.12,-0.00,-0.01,0.01,0.02,0.09,0.06,41.75,24.25,5.56,-8.47,-1.64,-4.49,-8.50,-1.73,-4.55,50.00
5453069,58.88,-60.12,159.12,0.00,0.01,-0.01,0.11,0.11,0.13,41.75,24.25,5.56,-8.39,-1.62,-4.42,-8.50,-1.73,-4.55,50.02
5453098,58.94,-60.12,159.06,-0.01,0.01,-0.01,0.11,0.06,0.04,41.38,22.75,5.56,-8.38,-1.67,-4.51,-8.50,-1.74,-4.56,50.02
5453129,58.94,-60.06,159.12,0.01,0.02,-0.00,0.12,0.01,0.00,41.38,22.75,5.56,-8.37,-1.72,-4.57,-8.50,-1.74,-4.56,50.06
5453159,59.00,-60.06,159.12,0.00,0.01,0.01,0.15,-0.02,-0.01,41.06,23.19,5.19,-8.34,-1.76,-4.58,-8.50,-1.74,-4.56,50.11
5453188,58.94,-60.06,159.12,0.00,-0.00,0.03,0.17,-0.09,0.00,41.75,22.75,5.56,-8.33,-1.83,-4.57,-8.50,-1.73,-4.56,50.08
5453218,58.88,-60.12,159.25,0.00,-0.02,0.03,0.19,-0.04,-0.01,41.75,22.75,5.56,-8.31,-1.77,-4.57,-8.50,-1.72,-4.56,50.02
5453247,58.81,-60.19,159.25,0.01,-0.03,0.03,0.21,0.01,0.03,41.06,23.19,6.50,-8.30,-1.67,-4.53,-8.51,-1.71,-4.55,50.02
5453278,58.75,-60.25,159.31,0.03,-0.03,0.05,0.19,0.01,0.06,41.06,23.19,6.50,-8.32,-1.69,-4.47,-8.52,-1.71,-4.54,50.07
5453309,58.75,-60.38,159.38,0.04,-0.04,0.05,0.08,-0.10,0.03,42.19,23.56,6.06,-8.44,-1.80,-4.49,-8.52,-1.70,-4.53,49.99
5453339,58.69,-60.50,159.44,0.02,-0.08,0.11,0.10,-0.27,-0.06,41.38,22.75,6.06,-8.43,-1.95,-4.57,-8.54,-1.68,-4.51,49.92
5453369,58.56,-60.62,159.56,0.01,-0.09,0.13,0.17,-0.28,-0.16,41.38,22.75,6.06,-8.37,-1.95,-4.66,-8.55,-1.66,-4.49,49.88
5453398,58.31,-60.88,159.81,-0.04,-0.15,0.15,0.18,-0.19,-0.13,41.38,22.75,6.50,-8.42,-1.79,-4.59,-8.57,-1.63,-4.46,49.87
5453429,57.88,-61.19,160.12,-0.09,-0.21,0.14,0.04,0.03,0.04,41.38,22.75,6.50,-8.56,-1.55,-4.37,-8.60,-1.58,-4.42,49.91
5453459,57.12,-61.69,160.44,-0.20,-0.29,0.08,0.00,0.09,0.10,42.19,22.75,5.19,-8.65,-1.44,-4.25,-8.64,-1.54,-4.35,49.94
5453488,56.31,-62.19,160.69,-0.20,-0.29,0.06,-0.01,0.14,0.11,42.19,22.75,5.56,-8.68,-1.32,-4.15,-8.68,-1.49,-4.29,49.99
5453519,55.69,-62.56,160.88,-0.14,-0.21,0.03,-0.06,0.19,0.17,42.19,22.75,5.56,-8.77,-1.27,-4.07,-8.71,-1.46,-4.24,49.98
5453548,55.31,-62.81,160.94,-0.04,-0.11,0.01,-0.17,0.27,0.22,41.75,22.75,5.56,-8.90,-1.18,-3.99,-8.73,-1.45,-4.21,49.91
5453579,55.19,-62.94,161.00,-0.02,-0.01,0.00,0.08,0.33,0.18,41.75,22.75,5.56,-8.65,-1.10,-4.03,-8.73,-1.44,-4.21,49.89
5453609,55.12,-62.88,161.12,-0.01,0.08,-0.02,0.26,0.36,0.13,43.25,22.06,5.56,-8.46,-1.08,-4.09,-8.72,-1.44,-4.23,49.89
5453638,55.25,-62.69,161.06,0.04,0.12,-0.06,0.24,0.36,0.02,42.19,22.75,5.19,-8.47,-1.21,-4.31,-8.71,-1.46,-4.26,49.96
5453669,55.69,-62.44,160.88,0.12,0.15,-0.07,0.24,0.11,-0.19,42.19,22.75,5.19,-8.44,-1.37,-4.49,-8.68,-1.49,-4.29,49.82
5453698,56.25,-62.19,160.62,0.20,0.13,-0.03,0.27,-0.07,-0.23,41.75,22.06,3.88,-8.40,-1.64,-4.56,-8.67,-1.52,-4.31,49.84
5453729,56.94,-62.06,160.31,0.23,0.08,0.02,0.19,-0.35,-0.28,41.75,22.06,3.88,-8.45,-1.92,-4.59,-8.66,-1.55,-4.32,49.89
5453759,57.38,-62.00,160.19,0.17,0.02,0.07,0.15,-0.40,-0.12,43.25,22.75,5.56,-8.50,-1.96,-4.45,-8.66,-1.55,-4.32,49.96
5453788,57.56,-62.06,160.19,0.09,-0.04,0.09,0.13,-0.27,0.01,42.56,22.50,6.50,-8.58,-1.72,-4.17,-8.67,-1.54,-4.31,50.04
5453819,57.50,-62.25,160.31,0.02,-0.09,0.09,0.15,0.01,0.27,42.56,22.50,6.50,-8.52,-1.51,-4.01,-8.68,-1.52,-4.28,49.97
5453847,57.31,-62.38,160.44,-0.03,-0.07,0.06,0.23,0.10,0.31,43.56,23.56,5.19,-8.47,-1.39,-3.94,-8.69,-1.51,-4.27,50.00
5453873,57.19,-62.50,160.56,-0.00,-0.01,0.04,0.05,0.10,0.20,43.56,23.56,5.19,-8.64,-1.39,-4.06,-8.70,-1.49,-4.26,50.05
5453903,57.19,-62.44,160.69,0.05,0.06,0.05,-0.06,0.10,0.05,42.88,22.06,5.56,-8.76,-1.39,-4.22,-8.69,-1.49,-4.27,50.07
5453932,57.25,-62.38,160.88,0.04,0.07,0.05,-0.10,0.11,-0.18,42.88,22.06,5.56,-8.79,-1.37,-4.47,-8.69,-1.48,-4.29,50.01
5453961,57.31,-62.31,160.94,0.03,0.03,0.03,0.10,0.10,-0.17,42.56,22.06,5.19,-8.58,-1.37,-4.47,-8.68,-1.48,-4.30,50.01
5453990,57.38,-62.31,161.00,0.04,0.01,0.00,0.23,0.00,-0.10,43.25,21.69,4.75,-8.45,-1.48,-4.40,-8.68,-1.48,-4.30,50.08
5454020,57.50,-62.31,160.88,0.06,-0.04,0.00,0.18,-0.06,0.04,43.25,21.69,4.75,-8.50,-1.55,-4.24,-8.68,-1.49,-4.29,50.10
5454049,57.62,-62.38,160.75,0.04,-0.03,0.01,0.16,-0.02,0.17,42.19,22.75,4.75,-8.52,-1.52,-4.10,-8.69,-1.49,-4.28,50.07
5454080,57.69,-62.44,160.69,0.02,-0.02,0.02,0.12,-0.01,0.20,42.19,22.75,4.75,-8.57,-1.50,-4.07,-8.69,-1.49,-4.27,50.05
5454109,57.69,-62.44,160.75,-0.01,0.01,0.02,0.00,0.05,0.03,42.88,22.06,4.75,-8.69,-1.43,-4.24,-8.69,-1.49,-4.28,50.10
5454139,57.62,-62.38,160.88,0.00,0.05,0.02,0.06,0.05,0.02,42.56,22.06,4.75,-8.56,-1.40,-4.30,-8.69,-1.48,-4.29,50.03
5454169,57.69,-62.31,160.94,0.03,0.05,0.03,0.14,0.09,-0.06,42.56,22.06,4.75,-8.53,-1.38,-4.36,-8.68,-1.48,-4.30,50.02
5454199,57.81,-62.25,161.00,0.06,0.03,0.03,0.18,0.04,-0.06,42.19,22.06,4.25,-8.49,-1.46,-4.36,-8.68,-1.48,-4.31,50.00
5454229,57.94,-62.25,161.00,0.06,0.02,0.02,0.15,0.00,0.05,42.19,22.06,4.25,-8.52,-1.48,-4.26,-8.67,-1.48,-4.31,49.97
5454260,58.06,-62.19,160.94,0.05,0.03,0.00,0.03,0.03,0.12,43.25,21.69,5.56,-8.63,-1.45,-4.19,-8.67,-1.49,-4.32,50.05
5454289,58.25,-62.12,160.88,0.05,0.04,-0.02,0.00,0.03,0.16,42.56,21.69,5.19,-8.66,-1.47,-4.16,-8.67,-1.50,-4.32,50.18
5454319,58.44,-62.06,160.69,0.04,0.06,-0.04,0.04,0.00,0.07,42.56,21.69,5.19,-8.62,-1.52,-4.26,-8.66,-1.51,-4.33,50.10
5454350,58.62,-61.94,160.56,0.03,0.05,-0.06,0.00,-0.01,0.01,42.56,22.06,4.25,-8.65,-1.55,-4.33,-8.65,-1.53,-4.35,50.00
5454380,58.81,-61.81,160.38,-0.01,0.05,-0.08,0.18,-0.03,-0.02,42.56,22.06,4.25,-8.45,-1.58,-4.38,-8.64,-1.55,-4.36,49.98
5454410,58.94,-61.69,160.19,0.01,0.04,-0.07,0.32,-0.08,-0.05,42.56,22.75,6.06,-8.30,-1.65,-4.43,-8.63,-1.57,-4.37,50.01
5454439,59.19,-61.56,160.00,0.04,0.03,-0.06,0.23,-0.07,-0.02,42.19,22.50,5.19,-8.38,-1.67,-4.41,-8.62,-1.59,-4.38,50.00
5454470,59.31,-61.50,159.81,-0.00,0.00,-0.04,0.10,0.00,0.01,42.19,22.50,5.19,-8.51,-1.62,-4.37,-8.62,-1.61,-4.38,50.03
5454498,59.38,-61.50,159.75,-0.03,-0.02,-0.04,0.02,0.04,0.06,42.19,22.06,3.88,-8.57,-1.56,-4.32,-8.61,-1.61,-4.38,50.00
5454530,59.31,-61.50,159.69,-0.04,-0.02,-0.05,0.11,0.05,0.11,42.19,22.06,3.88,-8.50,-1.56,-4.27,-8.62,-1.62,-4.38,50.01
5454560,59.31,-61.50,159.56,-0.01,0.01,-0.05,0.16,0.00,0.00,42.88,22.75,5.56,-8.44,-1.62,-4.37,-8.61,-1.63,-4.38,49.98
5454589,59.44,-61.44,159.44,0.03,0.03,-0.03,0.08,-0.06,-0.06,43.25,23.19,5.56,-8.53,-1.71,-4.45,-8.61,-1.64,-4.39,49.94
5454619,59.62,-61.38,159.38,0.06,0.04,-0.01,0.06,-0.06,-0.04,43.25,23.19,5.56,-8.54,-1.71,-4.44,-8.60,-1.65,-4.39,49.92
5454649,59.81,-61.31,159.31,0.05,0.03,0.00,0.15,-0.02,0.00,41.75,22.50,6.50,-8.44,-1.66,-4.39,-8.60,-1.66,-4.40,49.97
5454680,59.88,-61.25,159.25,0.04,0.02,0.00,0.20,0.03,0.02,41.75,22.50,6.50,-8.39,-1.63,-4.38,-8.59,-1.66,-4.40,50.03
5454710,60.00,-61.25,159.19,0.04,0.01,-0.01,0.17,0.04,-0.04,42.88,22.50,4.75,-8.42,-1.62,-4.45,-8.59,-1.67,-4.41,50.03
5454739,60.12,-61.19,159.12,0.04,-0.00,-0.01,0.16,-0.03,-0.01,42.56,22.75,5.19,-8.44,-1.73,-4.38,-8.59,-1.68,-4.40,50.06
5454770,60.25,-61.19,159.00,0.04,-0.02,-0.01,0.11,-0.02,0.00,42.56,22.75,5.19,-8.47,-1.71,-4.40,-8.59,-1.69,-4.40,50.08
5454799,60.31,-61.25,158.94,0.01,-0.03,-0.01,0.09,-0.12,-0.03,41.75,22.75,5.19,-8.48,-1.86,-4.45,-8.60,-1.69,-4.39,50.07
5454830,60.44,-61.25,158.81,0.05,-0.03,0.02,0.13,-0.21,0.01,41.75,22.75,5.19,-8.46,-1.91,-4.37,-8.60,-1.69,-4.38,50.08
5454860,60.50,-61.31,158.75,0.05,-0.02,0.05,0.14,-0.15,0.11,42.19,22.75,4.25,-8.46,-1.85,-4.27,-8.60,-1.69,-4.38,50.09
5454889,60.56,-61.38,158.81,0.00,-0.02,0.03,0.08,-0.13,0.16,41.75,22.50,3.88,-8.53,-1.83,-4.20,-8.61,-1.69,-4.37,50.01
5454920,60.44,-61.44,158.88,-0.04,-0.02,0.02,0.05,-0.02,0.16,41.75,22.50,3.88,-8.56,-1.70,-4.20,-8.61,-1.68,-4.36,50.14
5454949,60.19,-61.44,159.00,-0.10,-0.00,-0.01,0.06,0.09,0.10,42.56,22.75,6.06,-8.55,-1.57,-4.26,-8.61,-1.67,-4.37,50.11
5454980,60.00,-61.44,159.12,-0.09,0.01,-0.03,0.04,0.05,-0.02,42.56,22.75,6.06,-8.56,-1.61,-4.40,-8.61,-1.66,-4.38,50.17
5455010,59.88,-61.38,159.12,-0.06,0.02,-0.03,0.05,-0.01,-0.10,42.88,22.50,4.25,-8.55,-1.68,-4.49,-8.60,-1.66,-4.38,50.24
5455040,59.81,-61.31,159.12,-0.03,0.01,-0.03,0.11,-0.04,-0.07,42.19,22.75,4.75,-8.48,-1.71,-4.47,-8.60,-1.67,-4.39,50.19
5455070,59.75,-61.31,159.19,-0.05,0.00,-0.01,0.17,-0.06,-0.04,42.19,22.75,4.75,-8.43,-1.73,-4.43,-8.60,-1.66,-4.39,50.17
5455100,59.62,-61.31,159.25,-0.03,-0.01,0.01,0.19,-0.04,0.01,42.56,22.50,5.56,-8.43,-1.70,-4.34,-8.60,-1.66,-4.40,50.23
5455130,59.56,-61.31,159.31,-0.00,0.01,0.03,0.09,-0.06,0.14,42.56,22.50,5.56,-8.50,-1.72,-4.25,-8.60,-1.65,-4.40,50.19
5455160,59.50,-61.31,159.50,-0.03,0.02,0.04,-0.05,-0.02,0.13,42.88,22.50,4.75,-8.66,-1.66,-4.27,-8.60,-1.64,-4.40,50.15
5455190,59.31,-61.31,159.62,-0.06,0.02,0.03,-0.04,0.00,0.09,41.75,22.75,6.06,-8.64,-1.64,-4.31,-8.60,-1.63,-4.41,50.19
5455220,59.06,-61.31,159.81,-0.12,-0.01,-0.01,0.07,0.00,-0.03,41.75,22.75,6.06,-8.53,-1.61,-4.45,-8.60,-1.61,-4.41,50.18
5455249,58.75,-61.31,160.00,-0.13,-0.03,-0.03,0.11,0.05,-0.07,42.88,22.50,4.25,-8.49,-1.50,-4.47,-8.60,-1.60,-4.41,50.11
5455280,58.44,-61.38,160.06,-0.14,-0.05,-0.04,0.15,0.12,-0.03,42.88,22.50,4.25,-8.45,-1.46,-4.45,-8.61,-1.59,-4.41,50.11
5455311,58.12,-61.44,160.06,-0.09,-0.06,-0.04,0.19,0.04,0.03,42.19,22.75,5.56,-8.41,-1.54,-4.37,-8.61,-1.59,-4.40,50.09
5455340,57.94,-61.50,160.06,-0.06,-0.05,-0.02,0.18,-0.02,0.02,42.56,22.75,4.75,-8.44,-1.61,-4.37,-8.62,-1.58,-4.39,50.12
5455371,57.88,-61.56,160.12,-0.02,-0.01,0.04,0.17,-0.10,0.08,42.56,22.75,4.75,-8.44,-1.68,-4.30,-8.62,-1.58,-4.39,50.09
5455401,57.75,-61.56,160.25,-0.03,-0.01,0.04,0.11,-0.06,0.07,42.56,22.06,5.56,-8.51,-1.63,-4.31,-8.62,-1.56,-4.38,50.06
5455431,57.50,-61.62,160.44,-0.06,-0.02,0.06,0.09,0.00,0.06,42.56,22.06,5.56,-8.54,-1.54,-4.31,-8.63,-1.54,-4.38,49.99
5455461,57.25,-61.69,160.69,-0.05,-0.00,0.05,0.12,0.08,0.01,42.19,22.50,7.38,-8.50,-1.44,-4.37,-8.63,-1.52,-4.38,49.93
5455491,57.06,-61.69,160.94,0.01,0.03,0.04,0.13,0.09,0.01,41.75,22.19,4.25,-8.49,-1.42,-4.38,-8.63,-1.51,-4.39,49.93
5455521,57.12,-61.62,161.00,0.07,0.04,0.05,0.08,0.02,0.00,41.75,22.19,4.25,-8.55,-1.48,-4.40,-8.63,-1.50,-4.40,49.91
5455550,57.19,-61.62,161.12,0.05,0.03,0.05,0.02,0.00,0.06,42.88,21.69,5.56,-8.60,-1.50,-4.34,-8.63,-1.50,-4.40,49.94
5455581,57.12,-61.69,161.25,-0.06,-0.03,0.03,0.08,0.03,0.09,42.88,21.69,5.56,-8.55,-1.44,-4.30,-8.63,-1.48,-4.40,49.88
5455611,56.88,-61.75,161.44,-0.12,-0.05,-0.01,0.10,0.00,0.00,42.88,22.06,4.25,-8.54,-1.46,-4.40,-8.64,-1.47,-4.39,49.86
5455640,56.50,-61.81,161.56,-0.13,-0.05,-0.02,0.26,-0.02,0.00,42.88,22.50,5.56,-8.33,-1.47,-4.37,-8.64,-1.45,-4.38,49.84
5455671,56.31,-61.88,161.62,-0.01,-0.00,0.01,0.27,0.07,-0.04,42.88,22.50,5.56,-8.37,-1.38,-4.42,-8.65,-1.45,-4.38,49.91
5455700,56.31,-61.88,161.69,0.03,0.02,0.04,0.19,0.09,-0.04,43.25,22.06,4.75,-8.44,-1.35,-4.42,-8.64,-1.44,-4.38,49.91
5455731,56.38,-61.81,161.75,0.07,0.04,0.06,0.12,0.08,0.00,43.25,22.06,4.75,-8.51,-1.35,-4.38,-8.64,-1.44,-4.39,49.92
5455761,56.50,-61.81,161.88,0.08,0.04,0.06,0.03,0.05,-0.08,43.25,21.69,7.00,-8.61,-1.38,-4.48,-8.64,-1.43,-4.40,49.99
5455790,56.62,-61.81,161.94,0.07,0.02,0.05,-0.01,0.08,-0.12,42.88,22.50,6.06,-8.66,-1.34,-4.52,-8.64,-1.43,-4.40,50.02
5455821,56.69,-61.81,161.94,0.06,-0.03,0.03,0.04,0.01,-0.07,42.88,22.50,6.06,-8.59,-1.41,-4.47,-8.64,-1.43,-4.39,50.01
5455851,56.81,-61.88,161.88,0.05,-0.06,0.03,-0.02,-0.03,-0.06,42.56,21.00,4.75,-8.68,-1.46,-4.44,-8.65,-1.43,-4.38,50.00
5455881,56.81,-62.00,161.88,0.03,-0.06,0.04,-0.18,-0.03,-0.05,42.56,21.00,4.75,-8.84,-1.45,-4.42,-8.66,-1.42,-4.36,50.06
5455911,56.81,-62.12,161.88,0.07,-0.04,0.06,0.04,-0.05,-0.02,42.88,21.25,6.50,-8.63,-1.47,-4.37,-8.67,-1.41,-4.35,50.00
5455941,56.88,-62.25,161.94,0.05,-0.05,0.05,0.39,-0.10,0.06,42.56,21.69,6.06,-8.28,-1.52,-4.26,-8.68,-1.41,-4.33,49.98
5455972,56.88,-62.31,161.81,-0.00,-0.09,-0.01,0.53,-0.04,0.17,42.56,21.69,6.06,-8.15,-1.46,-4.14,-8.69,-1.41,-4.31,49.97
5456002,56.81,-62.44,161.75,-0.07,-0.08,-0.03,0.26,-0.04,-0.02,42.88,21.69,4.75,-8.44,-1.46,-4.31,-8.70,-1.41,-4.29,49.97
5456031,56.62,-62.56,161.75,-0.04,-0.07,-0.01,0.10,0.03,-0.01,42.88,21.69,4.75,-8.60,-1.37,-4.29,-8.71,-1.40,-4.27,50.07
5456062,56.50,-62.69,161.75,0.01,-0.04,-0.00,0.01,0.15,0.06,42.19,20.56,4.75,-8.69,-1.24,-4.19,-8.71,-1.40,-4.26,49.98
5456091,56.56,-62.75,161.69,0.03,-0.02,-0.02,0.11,0.25,0.23,42.88,21.25,4.25,-8.60,-1.15,-4.02,-8.72,-1.41,-4.25,49.98
5456121,56.69,-62.75,161.56,0.05,0.03,-0.05,0.20,0.09,0.25,42.88,21.25,4.25,-8.51,-1.32,-3.99,-8.71,-1.42,-4.25,49.91
5456150,56.94,-62.69,161.31,0.09,0.06,-0.04,0.16,-0.11,0.08,43.25,21.69,4.75,-8.55,-1.55,-4.17,-8.71,-1.44,-4.26,49.99
5456181,57.25,-62.56,161.19,0.06,0.07,0.00,0.01,-0.18,-0.06,43.25,21.69,4.75,-8.68,-1.64,-4.34,-8.70,-1.45,-4.28,50.00
5456212,57.38,-62.44,161.19,-0.04,0.01,0.02,-0.07,-0.09,-0.18,43.25,21.69,6.06,-8.77,-1.54,-4.47,-8.69,-1.45,-4.28,50.00
5456241,57.19,-62.50,161.31,-0.08,-0.04,0.02,0.09,0.12,-0.04,42.56,22.06,4.25,-8.60,-1.31,-4.32,-8.70,-1.44,-4.28,49.95
5456271,56.94,-62.56,161.44,-0.07,-0.05,-0.01,0.33,0.24,0.11,42.56,22.06,4.25,-8.37,-1.18,-4.16,-8.70,-1.43,-4.27,49.90
5456301,56.75,-62.62,161.44,-0.02,-0.03,-0.02,0.41,0.26,-0.01,42.88,21.25,5.19,-8.30,-1.16,-4.28,-8.71,-1.43,-4.26,49.92
5456332,56.81,-62.62,161.44,0.09,0.01,0.01,0.26,0.13,-0.14,42.88,21.25,5.19,-8.44,-1.29,-4.41,-8.71,-1.43,-4.26,49.96
5456363,57.06,-62.62,161.31,0.18,0.00,0.04,0.03,0.00,-0.19,42.88,21.25,4.75,-8.67,-1.43,-4.46,-8.71,-1.44,-4.26,49.91
5456389,57.62,-62.69,161.19,0.19,-0.00,0.06,0.05,0.00,-0.02,43.25,21.69,5.19,-8.66,-1.45,-4.28,-8.71,-1.45,-4.25,49.91
5456415,57.81,-62.69,161.12,0.15,0.00,0.06,0.06,-0.05,0.03,43.25,21.69,5.19,-8.65,-1.51,-4.21,-8.71,-1.45,-4.25,49.95
5456445,58.19,-62.69,161.00,0.20,0.01,0.07,0.08,-0.08,0.05,42.88,21.25,4.25,-8.63,-1.54,-4.18,-8.71,-1.46,-4.24,50.11
5456472,58.62,-62.69,160.88,0.21,0.03,0.08,0.18,-0.12,0.11,42.88,21.25,4.25,-8.53,-1.59,-4.12,-8.71,-1.46,-4.24,50.14
5456502,58.88,-62.69,160.81,0.16,0.03,0.07,0.12,-0.18,0.08,42.88,21.69,3.38,-8.59,-1.65,-4.15,-8.71,-1.47,-4.24,50.10
5456532,59.31,-62.69,160.75,0.09,0.03,0.05,0.10,-0.16,0.14,42.88,21.69,3.38,-8.61,-1.64,-4.09,-8.71,-1.47,-4.24,50.00
5456562,59.44,-62.62,160.81,0.06,0.05,0.04,0.11,-0.08,0.13,42.88,21.06,4.25,-8.59,-1.56,-4.12,-8.71,-1.47,-4.25,50.02
5456592,59.50,-62.56,160.81,0.05,0.06,0.03,0.01,-0.02,0.08,43.25,21.75,5.19,-8.68,-1.50,-4.18,-8.70,-1.47,-4.26,49.95
5456622,59.62,-62.50,160.94,0.02,0.05,0.03,-0.04,0.07,-0.05,43.25,21.75,5.19,-8.74,-1.40,-4.33,-8.70,-1.47,-4.27,50.01
5456651,59.56,-62.44,161.06,-0.03,0.03,0.02,0.11,0.15,-0.07,43.25,21.69,4.75,-8.57,-1.30,-4.36,-8.69,-1.46,-4.28,49.95
5456682,59.50,-62.44,161.19,0.01,0.02,0.02,0.22,0.10,-0.16,43.25,21.69,4.75,-8.46,-1.34,-4.46,-8.69,-1.45,-4.29,50.00
5456712,59.62,-62.31,161.25,0.12,0.04,0.04,0.27,0.03,-0.10,43.25,21.25,3.88,-8.41,-1.42,-4.41,-8.68,-1.45,-4.30,50.04
5456742,59.88,-62.31,161.25,0.17,0.04,0.05,0.23,-0.11,-0.03,43.25,21.69,4.75,-8.44,-1.58,-4.34,-8.68,-1.46,-4.31,50.00
5456772,60.25,-62.25,161.12,0.14,0.01,0.04,0.08,-0.18,0.10,43.25,21.69,4.75,-8.59,-1.66,-4.20,-8.68,-1.47,-4.31,49.99
5456802,60.56,-62.31,160.94,0.02,-0.02,0.00,-0.01,-0.14,0.14,43.25,21.00,5.69,-8.69,-1.63,-4.16,-8.68,-1.48,-4.30,49.93
5456833,60.50,-62.31,160.94,-0.04,-0.04,-0.02,0.01,-0.08,0.01,43.25,21.00,5.69,-8.67,-1.56,-4.28,-8.68,-1.48,-4.29,49.91
5456863,60.38,-62.38,160.94,-0.02,-0.03,-0.00,0.10,-0.04,-0.05,42.56,21.25,4.25,-8.58,-1.52,-4.34,-8.69,-1.48,-4.29,49.88
5456893,60.44,-62.38,160.88,0.04,0.00,0.00,0.21,-0.02,-0.06,43.25,21.00,4.88,-8.47,-1.50,-4.35,-8.69,-1.48,-4.29,49.94
5456924,60.62,-62.38,160.75,0.07,0.01,-0.00,0.20,0.00,-0.04,43.25,21.00,4.88,-8.48,-1.50,-4.33,-8.69,-1.49,-4.28,49.91
5456955,60.88,-62.38,160.62,0.08,0.01,-0.01,0.20,-0.06,0.02,43.56,21.00,4.75,-8.48,-1.56,-4.26,-8.69,-1.50,-4.28,49.88
5456985,61.06,-62.38,160.50,0.07,0.01,0.01,0.15,-0.08,0.08,43.56,21.00,4.75,-8.53,-1.59,-4.20,-8.68,-1.51,-4.28,49.97
5457012,61.19,-62.38,160.50,0.06,0.01,0.03,0.04,-0.09,0.04,44.00,21.00,3.88,-8.64,-1.60,-4.23,-8.69,-1.51,-4.28,49.96
5457041,61.25,-62.38,160.50,0.04,0.01,0.05,0.05,-0.02,0.03,43.25,21.69,4.75,-8.63,-1.53,-4.24,-8.69,-1.50,-4.28,49.96
5457072,61.25,-62.44,160.62,0.02,0.00,0.05,0.15,0.05,0.01,43.25,21.69,4.75,-8.53,-1.44,-4.26,-8.69,-1.49,-4.28,49.94
5457102,61.25,-62.44,160.75,0.04,0.01,0.04,0.15,0.05,-0.07,42.88,21.25,5.56,-8.54,-1.43,-4.35,-8.69,-1.49,-4.28,49.94
5457133,61.38,-62.44,160.75,0.08,0.01,0.04,0.09,0.00,-0.09,42.88,21.25,5.56,-8.59,-1.48,-4.37,-8.69,-1.49,-4.27,50.03
5457162,61.50,-62.44,160.75,0.11,-0.01,0.04,0.15,-0.07,-0.08,43.56,20.56,3.00,-8.54,-1.56,-4.36,-8.69,-1.49,-4.27,49.95
5457193,61.81,-62.50,160.62,0.11,-0.00,0.04,0.10,-0.13,0.06,42.88,21.00,3.00,-8.58,-1.64,-4.20,-8.69,-1.50,-4.27,49.90
5457223,62.06,-62.50,160.50,0.09,0.01,0.03,0.10,-0.16,0.07,42.88,21.00,3.00,-8.59,-1.66,-4.19,-8.69,-1.50,-4.26,49.90
5457253,62.19,-62.50,160.44,0.07,0.00,0.03,0.12,-0.14,0.06,42.88,21.00,5.25,-8.57,-1.66,-4.19,-8.70,-1.51,-4.26,49.87
5457283,62.31,-62.50,160.38,0.03,0.00,0.01,0.06,-0.12,0.03,42.88,21.00,5.25,-8.63,-1.64,-4.22,-8.70,-1.51,-4.26,49.88
5457313,62.38,-62.50,160.31,-0.01,-0.01,-0.01,0.06,-0.07,0.03,43.25,20.56,4.25,-8.63,-1.60,-4.22,-8.70,-1.52,-4.26,49.89
5457343,62.38,-62.50,160.25,-0.04,-0.00,-0.04,0.13,-0.10,0.03,43.25,20.56,4.75,-8.56,-1.63,-4.22,-8.69,-1.52,-4.26,50.01
5457374,62.38,-62.44,160.19,-0.01,0.01,-0.03,0.16,-0.07,-0.05,43.25,20.56,4.75,-8.53,-1.61,-4.31,-8.69,-1.53,-4.26,50.05
5457400,62.44,-62.38,160.12,-0.02,0.01,-0.02,0.24,-0.03,-0.10,44.00,20.56,4.75,-8.44,-1.57,-4.37,-8.69,-1.53,-4.26,50.04
5457427,62.44,-62.38,160.19,-0.01,0.00,0.00,0.21,-0.06,-0.09,44.00,20.56,4.75,-8.47,-1.60,-4.36,-8.69,-1.53,-4.27,49.96
5457454,62.38,-62.38,160.19,-0.02,-0.00,0.02,0.18,-0.06,-0.06,43.25,21.00,3.88,-8.54,-1.58,-4.30,-8.69,-1.53,-4.27,50.00
5457484,62.31,-62.38,160.31,-0.02,-0.01,0.02,0.11,-0.02,-0.01,43.25,21.00,3.88,-8.57,-1.55,-4.29,-8.69,-1.53,-4.27,50.02
5457511,62.25,-62.38,160.38,0.02,0.00,0.02,0.11,0.00,0.03,43.56,20.56,2.06,-8.57,-1.51,-4.24,-8.69,-1.52,-4.27,50.00
5457542,62.31,-62.38,160.38,0.01,0.01,0.02,0.10,0.00,0.06,42.88,20.56,4.25,-8.58,-1.53,-4.21,-8.69,-1.52,-4.27,49.90
5457573,62.25,-62.38,160.38,-0.03,-0.02,-0.01,0.08,-0.05,0.05,42.88,20.56,4.25,-8.60,-1.57,-4.21,-8.69,-1.52,-4.27,49.97
5457603,62.19,-62.38,160.38,-0.04,-0.02,-0.02,0.00,0.00,-0.01,42.88,20.19,3.38,-8.69,-1.52,-4.28,-8.69,-1.52,-4.27,49.97
